,str,dex,con,int,wis,cha,ac,hp,perception,fortitude,reflex,will,focus,melee_max_bonus,avg_melee_dmg,ranged_max_bonus,avg_ranged_dmg,max_spell_lvl,spell_dc,spell_attack,book,level,name
825,7,5,3,0,2,0,29,190,18,21,21,16,0,22,22.0,0,0.0,0,0,0,Pathfinder #153: Life's Long Shadows,10,Hooklimb Xulgath
3877,0,4,1,2,3,4,19,55,10,6,11,10,1,12,8.5,0,0.0,5,21,11,"Pathfinder Society Scenario #1-16: The Perennial Crown Part 1, Opal of Bhopan",3,Dryad (1-16)
3875,4,4,0,0,3,2,21,58,11,8,13,11,1,14,9.5,14,6.5,1,21,13,"Pathfinder Society Scenario #1-16: The Perennial Crown Part 1, Opal of Bhopan",4,Biloko Veteran (1-16)
3878,2,4,2,2,-1,3,22,70,11,10,14,9,1,13,9.0,0,0.0,0,22,12,"Pathfinder Society Scenario #1-16: The Perennial Crown Part 1, Opal of Bhopan",5,Lelzeshin (Tier 3-4)
3881,2,4,2,-4,-1,0,21,44,8,8,14,8,0,14,7.5,0,0.0,0,0,0,"Pathfinder Society Scenario #1-16: The Perennial Crown Part 1, Opal of Bhopan",4,Mirrored Lelzeshin (Tier 5-6)
3879,2,4,2,2,-1,4,25,110,15,12,18,12,1,16,13.0,0,0.0,0,25,16,"Pathfinder Society Scenario #1-16: The Perennial Crown Part 1, Opal of Bhopan",7,Lelzeshin (Tier 5-6)
3880,1,3,2,-4,-1,0,18,20,5,6,11,5,0,9,5.5,0,0.0,0,0,0,"Pathfinder Society Scenario #1-16: The Perennial Crown Part 1, Opal of Bhopan",2,Mirrored Lelzeshin (Tier 3-4)
3876,3,2,-1,0,2,1,16,19,7,4,7,7,1,8,6.5,0,0.0,1,17,9,"Pathfinder Society Scenario #1-16: The Perennial Crown Part 1, Opal of Bhopan",1,Biloko Warrior (1-16)
3980,1,3,2,1,1,4,24,76,12,10,15,13,2,12,4.5,0,0.0,3,25,15,Pathfinder Society Quest #8: Shadows of the Black Sovereign,6,Zatqualmish (5-6)
3979,0,3,2,1,1,4,21,55,9,8,11,9,2,9,2.5,9,3.5,2,23,13,Pathfinder Society Quest #8: Shadows of the Black Sovereign,4,Zatqualmish (3-4)
3975,5,-3,4,-4,0,-2,16,70,4,11,4,7,0,12,13.0,0,0.0,0,0,0,Pathfinder Society Quest #8: Shadows of the Black Sovereign,3,Technic Zombie (5-6)
3974,4,-3,4,-4,1,-2,12,45,4,9,2,5,0,8,9.5,0,0.0,0,0,0,Pathfinder Society Quest #8: Shadows of the Black Sovereign,1,Technic Zombie (3-4)
3888,3,3,5,-5,0,-1,21,66,7,13,9,7,0,12,12.0,0,0.0,0,0,0,"Pathfinder Society Scenario #1-17: The Perennial Crown Part 2, The Thorned Monarch",4,Thorned Cocoon (5-6)
3882,4,2,2,0,2,-1,16,25,7,8,8,5,0,9,7.5,7,4.5,0,0,0,"Pathfinder Society Scenario #1-17: The Perennial Crown Part 2, The Thorned Monarch",1,Guard (PFS 1-17)
3883,-2,4,0,2,2,2,17,19,7,6,10,7,1,9,1.5,0,0.0,0,17,9,"Pathfinder Society Scenario #1-17: The Perennial Crown Part 2, The Thorned Monarch",1,Jinkin (PFS 1-17)
3884,5,5,4,2,4,4,23,125,17,14,11,17,0,17,18.5,17,12.5,3,21,13,"Pathfinder Society Scenario #1-17: The Perennial Crown Part 2, The Thorned Monarch",6,Manifestation of Qxal (3-4)
3885,6,6,4,2,4,4,26,170,19,16,13,19,0,20,19.5,20,13.5,3,23,18,"Pathfinder Society Scenario #1-17: The Perennial Crown Part 2, The Thorned Monarch",8,Manifestation of Qxal (5-6)
3886,4,2,2,0,2,0,20,45,14,11,8,6,0,12,9.5,10,4.5,0,0,0,"Pathfinder Society Scenario #1-17: The Perennial Crown Part 2, The Thorned Monarch",3,Palace Guard (PFS 1-17)
3887,3,2,4,-5,0,-1,18,34,4,10,6,4,0,9,8.5,0,0.0,0,0,0,"Pathfinder Society Scenario #1-17: The Perennial Crown Part 2, The Thorned Monarch",2,Thorned Cocoon (3-4)
3890,3,1,1,2,2,3,21,75,14,10,12,15,0,15,13.0,0,0.0,3,22,14,"Pathfinder Society Scenario #1-17: The Perennial Crown Part 2, The Thorned Monarch",5,Webhekiz (5-6)
3889,2,1,0,2,2,3,18,45,11,7,9,12,0,12,8.5,0,0.0,2,20,12,"Pathfinder Society Scenario #1-17: The Perennial Crown Part 2, The Thorned Monarch",3,Webhekiz (3-4)
1896,4,1,3,0,1,3,25,75,10,14,10,12,1,15,16.5,0,0.0,1,20,12,Pathfinder Gamemastery Guide,5,Antipaladin
1899,3,3,1,0,4,2,21,80,14,11,11,14,1,13,8.5,0,0.0,3,24,16,Pathfinder Gamemastery Guide,6,Priest of Pharasma
1897,3,0,2,0,1,3,14,25,6,7,3,6,0,6,5.5,0,0.0,0,0,0,Pathfinder Gamemastery Guide,1,Barkeep
1895,1,2,-1,2,4,1,15,16,7,2,5,9,1,4,3.5,5,4.5,1,17,9,Pathfinder Gamemastery Guide,1,Acolyte of Nethys
1900,1,4,0,0,1,2,16,7,3,2,7,5,0,6,3.5,0,0.0,0,0,0,Pathfinder Gamemastery Guide,-1,Server
3960,0,4,1,1,0,4,19,41,12,6,12,9,0,10,7.5,10,3.5,0,0,0,Pathfinder Society Quest #7: A Curious Claim,3,Neidre Fliavazzana (3-4)
3950,3,2,4,-1,1,0,16,20,7,10,7,4,0,9,5.5,8,5.5,0,0,0,Pathfinder Society Quest #7: A Curious Claim,1,Human Bandit (3-4)
3951,4,2,4,-1,1,0,19,45,9,11,9,7,0,12,8.5,10,5.5,0,0,0,Pathfinder Society Quest #7: A Curious Claim,3,Human Bandit (5-6)
3961,0,4,1,3,0,4,22,68,15,9,15,12,0,13,9.5,13,3.5,0,0,0,Pathfinder Society Quest #7: A Curious Claim,5,Neidre Fliavazzana (5-6)
799,3,4,3,-4,1,-1,18,55,9,8,11,10,0,13,8.0,0,0.0,0,0,0,Pathfinder #152: Legacy of the Lost God,3,Chimpanzee Visitant
800,5,1,0,1,3,4,28,122,17,14,15,15,0,21,18.0,16,9.5,0,0,0,Pathfinder #152: Legacy of the Lost God,8,Darricus Stallit
801,1,5,0,2,2,4,24,90,14,11,17,14,0,17,8.5,16,8.5,0,0,0,Pathfinder #152: Legacy of the Lost God,6,Delamar Gianvin
802,5,0,3,1,2,-1,22,115,14,16,11,13,0,18,15.0,0,0.0,0,0,0,Pathfinder #152: Legacy of the Lost God,7,Evora Yarket
803,4,4,4,2,3,2,26,135,15,16,18,15,1,19,15.0,0,0.0,4,26,16,Pathfinder #152: Legacy of the Lost God,7,Gluttondark Babau
804,6,-1,6,-5,0,-5,28,90,15,19,12,11,0,21,21.0,14,15.0,0,0,0,Pathfinder #152: Legacy of the Lost God,8,Guardian of the Faithful
805,7,0,2,-4,2,0,21,110,11,16,9,14,0,16,0.0,0,0.0,0,0,0,Pathfinder #152: Legacy of the Lost God,7,Iridescent Elephant
806,6,2,4,3,3,5,25,105,16,17,15,12,1,17,15.0,0,0.0,4,25,17,Pathfinder #152: Legacy of the Lost God,7,Kalkek
807,6,4,2,-4,2,0,22,95,13,9,11,15,0,15,13.0,0,0.0,0,0,0,Pathfinder #152: Legacy of the Lost God,5,Lion Visitant
796,5,7,4,0,3,6,30,175,19,16,23,19,1,21,22.0,0,0.0,5,27,19,Pathfinder #152: Legacy of the Lost God,10,Bogeyman
808,0,5,1,3,2,7,30,195,19,17,23,20,3,23,17.0,0,0.0,6,30,20,Pathfinder #152: Legacy of the Lost God,11,Mistress Dusklight
809,-5,4,2,0,3,5,21,50,10,9,13,14,1,13,12.0,15,10.0,2,22,14,Pathfinder #152: Legacy of the Lost God,5,Muse Phantom
810,1,3,0,0,1,4,20,66,9,9,13,11,2,11,6.5,11,3.5,2,21,12,Pathfinder #152: Legacy of the Lost God,4,Ruanna Nyamma
811,-5,3,0,4,6,3,24,95,20,13,16,19,0,18,17.0,0,0.0,0,0,0,Pathfinder #152: Legacy of the Lost God,8,Ulthadar
812,4,1,2,0,4,2,22,80,11,11,8,13,1,16,9.0,0,0.0,3,24,14,Pathfinder #152: Legacy of the Lost God,5,Xulgath Demon-Caller
813,1,2,1,0,1,5,23,115,12,12,13,14,3,15,6.5,0,0.0,4,26,16,Pathfinder #152: Legacy of the Lost God,7,Xulgath Mage
814,6,1,4,0,2,0,21,95,11,15,10,9,0,15,13.0,0,0.0,0,0,0,Pathfinder #152: Legacy of the Lost God,5,Xulgath Spinesnapper
815,1,3,3,-2,2,5,20,35,9,10,10,7,0,8,7.0,0,0.0,0,0,0,Pathfinder #152: Legacy of the Lost God,3,Zuipnyrn
798,5,1,2,0,0,2,27,135,14,16,15,13,0,20,21.0,0,0.0,0,0,0,Pathfinder #152: Legacy of the Lost God,8,Celestial Menagerie Bruiser
797,4,5,3,-1,2,4,24,95,14,11,17,14,1,15,15.0,0,0.0,3,22,12,Pathfinder #152: Legacy of the Lost God,6,Bugaboo
792,3,5,1,1,2,7,28,210,16,18,17,14,1,23,13.5,0,0.0,4,29,21,Pathfinder #152: Legacy of the Lost God,10,Adrivallo
794,3,0,5,3,5,5,30,175,21,21,16,21,0,22,18.0,0,0.0,0,0,0,Pathfinder #152: Legacy of the Lost God,10,Andera Paldreen
793,2,4,0,1,0,2,21,56,8,9,14,9,1,13,6.5,0,0.0,2,18,10,Pathfinder #152: Legacy of the Lost God,4,Aives The Smoke Dragon
795,2,3,2,-2,1,3,20,35,9,7,12,8,1,10,7.5,0,0.0,1,18,8,Pathfinder #152: Legacy of the Lost God,3,Bogey
3868,4,4,4,-3,2,1,19,52,12,12,9,8,0,12,13.0,0,0.0,0,0,0,Pathfinder Society Scenario #1-15: The Blooming Catastrophe,3,Farmer Drystan's Scarecrow (3-4)
3867,3,3,3,-3,2,1,16,32,10,10,7,4,0,9,6.5,0,0.0,0,0,0,Pathfinder Society Scenario #1-15: The Blooming Catastrophe,1,Farmer Drystan's Scarecrow (1-2)
3869,1,3,1,0,2,0,16,12,5,8,5,2,0,8,3.5,0,0.0,4,13,5,Pathfinder Society Scenario #1-15: The Blooming Catastrophe,-1,Hogweed Leshy (1-2)
3870,1,4,2,0,3,0,17,20,7,10,7,4,0,10,8.5,0,0.0,4,14,6,Pathfinder Society Scenario #1-15: The Blooming Catastrophe,1,Hogweed Leshy (3-4)
3871,2,2,1,2,1,3,19,51,9,9,12,6,0,11,8.5,0,0.0,4,17,9,Pathfinder Society Scenario #1-15: The Blooming Catastrophe,3,Leshy Crafter (1-2)
3872,3,3,1,3,1,3,22,84,12,12,15,9,0,14,11.0,0,0.0,4,19,11,Pathfinder Society Scenario #1-15: The Blooming Catastrophe,5,Leshy Crafter (3-4)
3873,-1,3,2,-2,2,0,15,10,5,2,8,5,0,4,2.5,8,3.5,4,13,5,Pathfinder Society Scenario #1-15: The Blooming Catastrophe,-1,Plum Leshy (1-2)
3874,2,4,2,0,2,0,17,20,7,4,10,7,0,7,6.5,11,5.5,4,14,6,Pathfinder Society Scenario #1-15: The Blooming Catastrophe,1,Plum Leshy (3-4)
3863,0,4,1,0,3,1,18,16,8,5,9,6,0,9,3.5,9,6.5,0,0,0,Pathfinder Society Scenario #1-14: Lions of Katapesh,1,Kobold Scout (1-14)
3862,-1,3,0,2,1,4,17,25,5,4,7,7,1,7,2.5,3,6.5,1,20,8,Pathfinder Society Scenario #1-14: Lions of Katapesh,2,Kobold Dragon Mage (1-14)
3861,0,1,3,0,4,1,20,48,12,11,7,10,1,7,3.5,0,0.0,2,20,10,Pathfinder Society Scenario #1-14: Lions of Katapesh,4,Kip The Druid (3-4)
3864,1,3,0,0,1,-1,16,8,3,4,7,3,0,5,6.5,5,2.5,0,0,0,Pathfinder Society Scenario #1-14: Lions of Katapesh,-1,Kobold Warrior (1-14)
3858,2,2,2,2,2,2,17,40,9,9,9,7,1,9,7.5,0,0.0,1,17,9,Pathfinder Society Scenario #1-14: Lions of Katapesh,3,Keff The Lion (1-2)
3859,4,3,2,2,2,2,19,50,10,10,11,8,1,12,10.5,0,0.0,1,18,10,Pathfinder Society Scenario #1-14: Lions of Katapesh,4,Keff The Lion (3-4)
3855,2,4,1,-2,2,-2,15,24,7,6,9,5,0,9,7.5,0,0.0,0,0,0,Pathfinder Society Scenario #1-14: Lions of Katapesh,1,Cinder Wolf (3-4)
3865,3,4,2,-2,1,-2,18,30,7,8,10,5,0,10,6.5,0,0.0,0,0,0,Pathfinder Society Scenario #1-14: Lions of Katapesh,2,Leopard (1-14)
3854,2,4,1,-2,2,-2,15,24,7,6,9,5,0,9,7.5,0,0.0,0,0,0,Pathfinder Society Scenario #1-14: Lions of Katapesh,1,Cinder Wolf (1-2)
3853,2,3,2,0,1,0,17,10,5,4,7,5,0,5,5.5,5,3.5,0,0,0,Pathfinder Society Scenario #1-14: Lions of Katapesh,0,Bandit Scout
3852,1,4,1,1,1,1,20,22,8,5,10,5,0,8,4.5,8,3.5,0,0,0,Pathfinder Society Scenario #1-14: Lions of Katapesh,2,Bandit Lieutenant
3856,5,3,4,-2,3,-2,18,50,10,11,8,8,0,12,11.5,0,0.0,0,0,0,Pathfinder Society Scenario #1-14: Lions of Katapesh,3,Dire Cinder Wolf
3860,0,1,3,0,4,1,19,36,11,10,6,9,1,6,3.5,0,0.0,2,16,8,Pathfinder Society Scenario #1-14: Lions of Katapesh,3,Kip The Druid (1-2)
779,3,1,2,-4,1,-2,15,16,5,9,3,5,0,8,6.5,0,0.0,0,0,0,Pathfinder #151: The Show Must Go On,0,Juvenile Boar
776,2,3,3,-5,1,-4,19,50,10,12,12,4,0,10,8.5,0,0.0,0,0,0,Pathfinder #151: The Show Must Go On,3,Giant Flea
782,3,-5,3,-5,0,1,11,80,6,11,3,6,0,13,14.0,0,0.0,0,0,0,Pathfinder #151: The Show Must Go On,4,Luminous Ooze
783,3,1,0,-5,0,2,17,33,6,8,11,4,0,11,9.0,0,0.0,0,0,0,Pathfinder #151: The Show Must Go On,2,Mechanical Carny
778,2,3,1,2,0,1,17,32,7,7,9,6,0,10,4.5,0,0.0,0,0,0,Pathfinder #151: The Show Must Go On,2,Jellico Bounce-Bounce
777,2,2,3,0,2,0,19,30,8,9,6,7,0,11,6.5,0,0.0,0,0,0,Pathfinder #151: The Show Must Go On,2,Horba
784,-1,3,1,1,4,1,19,45,9,8,8,11,1,12,2.5,0,0.0,3,19,9,Pathfinder #151: The Show Must Go On,3,Nemmia Bramblecloak
775,-2,5,4,-5,1,-4,18,55,13,15,16,6,0,0,0.0,0,0.0,0,0,0,Pathfinder #151: The Show Must Go On,5,Flea Swarm
774,3,1,3,-1,2,-1,14,27,4,9,4,7,0,8,5.5,0,0.0,0,0,0,Pathfinder #151: The Show Must Go On,1,Drunken Brawler
773,0,3,1,1,1,3,17,30,7,7,9,7,0,10,7.5,0,0.0,0,0,0,Pathfinder #151: The Show Must Go On,2,Daring Danika
772,2,2,3,0,2,0,19,30,6,9,6,7,0,11,6.5,0,0.0,0,0,0,Pathfinder #151: The Show Must Go On,2,Corrupted Retainer
771,1,0,1,1,4,2,17,45,11,8,5,11,1,10,5.5,0,0.0,2,20,12,Pathfinder #151: The Show Must Go On,3,Corrupted Priest
780,4,1,2,-1,2,1,20,44,9,9,6,9,0,11,8.5,0,0.0,0,0,0,Pathfinder #151: The Show Must Go On,3,Lakkai One-Fang
770,2,2,4,-4,1,-2,18,30,7,10,8,5,0,11,11.0,0,0.0,0,0,0,Pathfinder #151: The Show Must Go On,2,Corrosive Lizard
767,5,3,2,-4,2,-1,18,50,9,11,9,7,0,12,9.5,0,0.0,0,0,0,Pathfinder #151: The Show Must Go On,3,Blood Wolf
766,3,1,2,-1,2,1,13,8,4,5,5,2,0,7,5.5,5,6.5,0,0,0,Pathfinder #151: The Show Must Go On,-1,Abberton Ruffian
785,5,0,4,-4,2,-1,21,70,10,12,8,8,0,13,9.5,0,0.0,0,0,0,Pathfinder #151: The Show Must Go On,4,Pinacosaurus
786,4,0,2,0,2,1,20,46,7,9,8,7,0,9,6.5,0,0.0,0,0,0,Pathfinder #151: The Show Must Go On,3,Pruana Two-punch
787,3,4,2,1,2,4,19,45,12,9,12,8,0,12,9.0,12,7.5,0,0,0,Pathfinder #151: The Show Must Go On,2,Smiler
788,3,4,2,-4,1,-2,19,45,11,9,11,6,0,12,9.0,0,0.0,0,0,0,Pathfinder #151: The Show Must Go On,3,Smoldering Leopard
789,2,3,2,0,0,2,16,40,7,11,8,8,0,10,9.0,10,9.0,0,0,0,Pathfinder #151: The Show Must Go On,2,Viktor Volkano
790,3,2,3,-4,1,-2,16,24,6,10,4,7,0,8,5.5,0,0.0,0,0,0,Pathfinder #151: The Show Must Go On,1,Violet
791,2,4,2,1,0,-1,18,30,6,8,10,4,0,12,6.5,0,0.0,0,0,0,Pathfinder #151: The Show Must Go On,2,Xulgath Bilebearer
769,3,0,2,1,5,2,22,83,12,13,10,15,1,17,16.0,0,0.0,3,22,14,Pathfinder #151: The Show Must Go On,5,Cavnakash
781,3,2,3,-4,2,1,18,30,8,8,8,5,0,9,7.5,0,0.0,0,0,0,Pathfinder #151: The Show Must Go On,2,Leandrus
3843,0,2,1,4,1,1,17,31,7,8,9,10,1,12,3.5,0,0.0,2,20,12,Pathfinder Society Scenario #1-12: The Burden of Envy,3,Barralbus (1-2)
3848,1,4,2,-3,1,1,20,17,8,7,9,4,0,9,6.5,0,0.0,0,0,0,Pathfinder Society Scenario #1-12: The Burden of Envy,1,Reefclaw (PFS 1-12)
3847,3,4,1,0,1,0,17,17,6,4,9,6,0,8,3.5,0,0.0,0,0,0,Pathfinder Society Scenario #1-12: The Burden of Envy,1,Hungry Blade Recruit
3846,3,4,1,0,1,0,20,40,8,6,12,9,0,11,3.5,0,0.0,0,0,0,Pathfinder Society Scenario #1-12: The Burden of Envy,2,Hungry Blade Apprentice
3845,6,2,4,-4,1,-4,21,60,11,12,10,9,0,14,14.5,0,0.0,0,0,0,Pathfinder Society Scenario #1-12: The Burden of Envy,4,Great White Shark (PFS 1-12)
3844,0,3,1,5,2,1,20,53,9,11,12,14,1,9,4.5,0,0.0,3,22,14,Pathfinder Society Scenario #1-12: The Burden of Envy,5,Barralbus (3-4)
3947,4,0,2,-5,0,-5,19,48,6,11,7,6,0,14,8.5,0,0.0,0,0,0,Pathfinder Society Quest #6: Archaeology In Aspenthar,3,Dilapidated Alchemical Golem
3946,5,1,2,-5,0,-5,22,78,8,14,9,8,0,16,11.0,0,0.0,0,0,0,Pathfinder Society Quest #6: Archaeology In Aspenthar,5,Damaged Alchemical Golem
3850,6,3,4,5,6,5,27,165,19,16,13,19,1,20,23.0,17,14.5,6,23,13,Pathfinder Society Scenario #1-13: Devil at the Crossroads,8,The Ascendant (5-6)
3851,5,-3,4,-5,0,-2,15,70,4,10,3,6,0,11,11.5,0,0.0,0,0,0,Pathfinder Society Scenario #1-13: Devil at the Crossroads,3,Unkillable Zombie Brute (PFS 1-13)
3849,5,2,3,4,5,4,24,115,17,14,11,17,1,17,19.5,14,11.0,6,21,11,Pathfinder Society Scenario #1-13: Devil at the Crossroads,6,The Ascendant (3-4)
3830,5,2,6,-4,2,-2,23,96,14,16,10,12,0,15,13.5,0,0.0,0,0,0,Pathfinder Society Scenario #1-10: Tarnbreaker's Trail,6,Giant Short-faced Bear
3831,4,1,5,-4,1,-2,20,60,11,13,7,9,0,12,10.5,0,0.0,0,0,0,Pathfinder Society Scenario #1-10: Tarnbreaker's Trail,4,Lesser Giant Short-faced Bear
3842,-1,3,1,-5,1,-4,17,15,6,6,8,4,0,8,4.5,0,0.0,0,0,0,Pathfinder Society Scenario #1-11: Flames of Rebellion,1,Ravenous Giant Centipede
3838,0,4,1,0,3,1,18,16,8,5,9,6,0,9,3.5,9,4.5,0,0,0,Pathfinder Society Scenario #1-11: Flames of Rebellion,1,Kobold Scout (PFS 1-11)
3837,-1,4,0,2,2,4,20,52,10,8,12,12,1,10,2.5,0,0.0,2,21,13,Pathfinder Society Scenario #1-11: Flames of Rebellion,4,Kobold Dragon Spellweaver
3836,-1,3,0,2,1,4,17,25,5,4,7,7,1,7,2.5,0,0.0,1,20,12,Pathfinder Society Scenario #1-11: Flames of Rebellion,2,Kobold Dragon Mage (PFS 1-11)
3834,-5,3,0,0,2,2,20,30,10,8,11,8,0,13,9.0,0,0.0,0,0,0,Pathfinder Society Scenario #1-11: Flames of Rebellion,4,Ghost Of Diggen Thrune (1-2)
3839,1,3,0,0,1,-1,16,8,3,4,7,3,0,5,4.5,5,2.5,0,0,0,Pathfinder Society Scenario #1-11: Flames of Rebellion,-1,Kobold Warrior (PFS 1-11)
3835,-5,3,0,0,2,2,20,30,10,8,11,8,0,13,9.0,0,0.0,0,0,0,Pathfinder Society Scenario #1-11: Flames of Rebellion,4,Ghost Of Diggen Thrune (3-4)
3832,3,4,1,-1,2,1,19,20,8,7,10,6,0,10,8.0,0,0.0,0,0,0,Pathfinder Society Scenario #1-11: Flames of Rebellion,2,Flaming Skull Skeletal Champion
3840,4,2,4,-2,2,1,22,60,13,15,11,11,1,15,10.5,0,0.0,4,19,11,Pathfinder Society Scenario #1-11: Flames of Rebellion,5,Nashaxian The Angered
3833,0,4,0,-5,0,0,16,4,2,2,8,2,0,6,5.0,6,3.5,0,0,0,Pathfinder Society Scenario #1-11: Flames of Rebellion,-1,Flaming Skull Skeleton Guard
3841,3,2,4,-2,2,1,19,35,9,11,9,9,1,12,7.5,0,0.0,4,17,9,Pathfinder Society Scenario #1-11: Flames of Rebellion,3,Nashaxian The Bored
3942,4,3,4,0,3,-1,21,70,11,13,11,8,0,13,13.0,0,0.0,0,0,0,Pathfinder Society Quest #5: The Dragon who Stole Evoking Day,4,Ahrkinos (3-4)
3943,5,3,5,0,3,-1,24,120,15,17,14,11,0,17,15.0,0,0.0,0,0,0,Pathfinder Society Quest #5: The Dragon who Stole Evoking Day,6,Ahrkinos (5-6)
3958,1,3,1,-2,0,0,16,20,3,7,11,4,1,8,4.5,0,0.0,2,17,9,Pathfinder Society Quest #5: The Dragon who Stole Evoking Day,1,Muraxi (3-4)
3959,2,4,2,-2,0,0,19,43,5,9,13,6,1,11,11.0,0,0.0,2,20,12,Pathfinder Society Quest #5: The Dragon who Stole Evoking Day,3,Muraxi (5-6)
195,8,2,9,2,3,2,43,330,29,32,26,29,0,38,39.5,36,26.0,0,0,0,Pathfinder #150: Broken Promises,17,Promise Guard
183,-5,10,0,10,7,8,46,315,35,30,33,36,1,39,44.0,0,0.0,10,44,39,Pathfinder #150: Broken Promises,21,Candlaron's Echo
199,10,8,9,-4,7,6,48,385,39,36,33,30,0,38,39.5,38,30.0,0,0,0,Pathfinder #150: Broken Promises,20,"Xotani, The Firebleeder"
196,8,7,8,3,4,10,45,400,32,36,33,30,1,38,42.0,0,0.0,10,42,38,Pathfinder #150: Broken Promises,20,Rinnarv Bontimar
181,-5,9,5,0,7,8,45,300,33,33,37,33,0,35,38.0,0,0.0,0,0,0,Pathfinder #150: Broken Promises,18,Aiudara Wraith
182,9,7,9,-5,5,-5,42,255,30,33,30,27,0,35,39.5,0,0.0,0,0,0,Pathfinder #150: Broken Promises,18,Animated Dragonstorm
184,10,8,9,-5,7,-5,48,430,39,39,36,33,1,41,39.5,0,0.0,6,44,36,Pathfinder #150: Broken Promises,21,Dragonshard Guardian
185,9,6,7,3,5,2,42,400,30,33,27,30,1,35,43.0,35,32.0,4,40,32,Pathfinder #150: Broken Promises,18,Dragonstorm Fire Giant
198,6,7,6,7,8,5,45,380,33,30,33,36,1,38,46.5,38,29.0,7,35,27,Pathfinder #150: Broken Promises,20,Vazgorlu
186,2,8,5,10,5,6,45,375,36,30,33,36,3,31,28.0,0,0.0,10,45,36,Pathfinder #150: Broken Promises,20,Emaliza Zandivar
188,3,5,5,10,5,6,28,350,39,17,19,19,3,35,24.0,0,0.0,10,44,36,Pathfinder #150: Broken Promises,20,Ilgreth
189,8,6,9,10,5,2,43,350,33,35,29,32,0,34,19.0,36,18.0,0,0,0,Pathfinder #150: Broken Promises,19,Ingnovim Tluss
190,8,2,9,-4,3,-4,43,330,29,32,26,29,0,33,39.5,0,0.0,0,0,0,Pathfinder #150: Broken Promises,17,Ingnovim's Assistant
191,7,1,5,3,2,4,46,375,36,36,33,31,0,38,29.0,0,0.0,0,0,0,Pathfinder #150: Broken Promises,20,Inizra Arumelo
192,10,5,9,5,6,7,50,500,39,36,33,39,1,42,40.0,0,0.0,4,46,38,Pathfinder #150: Broken Promises,21,Lesser Manifestation Of Dahak
193,12,8,10,8,8,9,52,600,46,42,36,38,1,44,44.0,0,0.0,10,48,44,Pathfinder #150: Broken Promises,21,Manifestation Of Dahak
194,11,5,9,8,7,7,50,575,40,37,34,42,1,42,44.0,0,0.0,10,45,42,Pathfinder #150: Broken Promises,21,Mengkare
187,10,0,9,-3,3,-4,43,380,35,36,28,27,0,36,37.0,0,0.0,0,0,0,Pathfinder #150: Broken Promises,19,Hermean Mutant
197,12,9,12,-3,9,7,54,540,48,47,37,39,0,45,42.0,45,36.5,0,0,0,Pathfinder #150: Broken Promises,21,"Tarrasque, The Armageddon Engine"
3818,5,1,2,1,1,1,19,63,9,10,7,7,0,13,11.5,0,0.0,0,0,0,Pathfinder Society Scenario #1-08: Revolution on the Riverside,4,Veteran Guard Captain
3819,4,1,3,0,2,0,18,32,6,9,4,5,0,10,9.5,0,0.0,0,0,0,Pathfinder Society Scenario #1-08: Revolution on the Riverside,2,Vigilant Guard
3812,0,2,1,3,1,2,15,21,4,4,5,6,1,5,3.5,0,0.0,1,16,6,Pathfinder Society Scenario #1-08: Revolution on the Riverside,1,Harsus (1-2)
3821,-2,3,0,-5,0,-4,14,8,4,3,6,1,0,0,0.0,0,0.0,0,0,0,Pathfinder Society Scenario #1-08: Revolution on the Riverside,-1,Weak Spider Swarm
3817,1,3,1,0,2,0,16,8,4,3,7,4,0,5,4.5,5,3.5,0,0,0,Pathfinder Society Scenario #1-08: Revolution on the Riverside,-1,Rebel
3820,1,3,1,0,2,0,16,8,4,3,7,4,0,5,4.5,5,3.5,0,0,0,Pathfinder Society Scenario #1-08: Revolution on the Riverside,-1,Waterworks Rebel
3816,4,1,3,0,2,0,18,32,6,9,5,6,0,10,9.5,7,5.5,0,0,0,Pathfinder Society Scenario #1-08: Revolution on the Riverside,2,Rebel Brute
3814,3,2,1,0,1,2,16,21,6,10,7,7,1,8,7.5,0,0.0,1,15,5,Pathfinder Society Scenario #1-08: Revolution on the Riverside,1,"Nalla, Rebel Leader (1-2)"
3813,0,2,1,4,1,2,17,48,6,6,7,8,1,7,2.5,7,2.5,2,19,9,Pathfinder Society Scenario #1-08: Revolution on the Riverside,3,Harsus (3-4)
3810,4,1,2,1,1,1,18,24,6,7,4,4,0,9,8.5,0,0.0,0,0,0,Pathfinder Society Scenario #1-08: Revolution on the Riverside,1,Guard Captain
3809,2,3,2,0,2,0,17,21,5,5,9,5,0,6,6.5,6,3.5,0,0,0,Pathfinder Society Scenario #1-08: Revolution on the Riverside,1,Elite Waterworks Rebel
3808,2,3,2,0,2,0,17,21,5,5,9,5,0,6,6.5,6,3.5,0,0,0,Pathfinder Society Scenario #1-08: Revolution on the Riverside,1,Elite Rebel
3807,4,1,3,0,2,0,18,32,6,9,5,6,0,10,9.5,7,5.5,0,0,0,Pathfinder Society Scenario #1-08: Revolution on the Riverside,2,Chops (3-4)
3806,3,1,2,0,2,0,15,16,4,6,3,4,0,7,6.5,5,5.5,0,0,0,Pathfinder Society Scenario #1-08: Revolution on the Riverside,0,Chops (1-2)
3815,4,2,1,0,1,2,19,48,8,6,7,8,1,11,6.5,0,0.0,2,17,7,Pathfinder Society Scenario #1-08: Revolution on the Riverside,3,"Nalla, Rebel Leader (3-4)"
